fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,symbol
2021-03-31,USD,2527754000000,547536000000,111798000000,111798000000,163806000000,None,1980218000000,1632070000000,None,72257000000,72257000000,None,None,263995000000,34381000000,149001000000,None,1131599000000,571072000000,None,None,None,130931000000,560527000000,131358000000,290541000000,125657000000,None,547556000000,61034000000,10557000000,1241765000000,None,755676000000,183021000000,1835827815,PTR
2020-12-31,USD,2488126000000,486767000000,118631000000,118631000000,128539000000,None,2001359000000,1596429000000,None,20516000000,20516000000,8125000000,None,260624000000,27319000000,89613000000,38853000000,1121505000000,605418000000,None,None,None,124121000000,516087000000,129223000000,251379000000,117542000000,None,498144000000,276701000000,10865000000,1215158000000,None,727955000000,183021000000,1828767123,PTR
2020-09-30,USD,2566644000000,551881000000,75523000000,75523000000,159144000000,None,2014763000000,1612396000000,None,72601000000,72601000000,None,None,258456000000,30788000000,119572000000,None,1205659000000,681973000000,None,None,None,224480000000,523686000000,129750000000,237818000000,224480000000,None,462298000000,49357000000,10699000000,1210287000000,None,725325000000,183021000000,1828767123,PTR
2020-06-30,CNY,2677347000000,472127000000,90335000000,90335000000,175298000000,None,2205220000000,1897741000000,None,104520000000,104520000000,None,None,108361000000,23414000000,93133000000,None,1488600000000,664123000000,None,None,None,None,612829000000,135580000000,314963000000,213528000000,None,444380000000,223895000000,11841000000,1188747000000,None,893331000000,183021000000,183020977818,PTR
2020-03-31,USD,2727028000000,487414000000,77305000000,77305000000,185870000000,None,2239614000000,2002949000000,None,101409000000,101409000000,None,None,106355000000,21417000000,117303000000,2239614000000,1298572000000,711965000000,None,None,None,None,586607000000,170804000000,247545000000,285916000000,None,704265000000,90787000000,12438000000,1212216000000,None,726894000000,183021000000,1823595506,PTR
2019-12-31,USD,2732910000000,466913000000,86409000000,86409000000,181921000000,None,2265997000000,2037960000000,0,19583000000,19583000000,42808000000,None,103115000000,24256000000,83108000000,38272000000,1288605000000,661419000000,None,None,None,0,627186000000,171536000000,290882000000,175840000000,None,638258000000,255145000000,12815000000,1230156000000,0,743124000000,183021000000,1839583333,PTR
2019-09-30,USD,2700922000000,520790000000,111569000000,111569000000,167973000000,None,2180132000000,1950212000000,0,103852000000,103852000000,0,None,99943000000,36123000000,338.33,2180132000000,1268305000000,648502000000,None,None,None,0,619803000000,164555000000,293625000000,169738000000,None,627918000000,283.05,12932000000,1225255000000,0,737733000000,183021000000,1839583333,PTR
2019-06-30,CNY,2637490000000,481393000000,90640000000,90640000000,175364000000,None,2156097000000,1932198000000,0,102016000000,102016000000,0,None,94865000000,22205000000,484.26,2156097000000,1410806000000,602315000000,None,None,None,0,609340000000,163838000000,284690000000,160004000000,None,0,1080.05,13595000000,1226684000000,0,1043663000000,183021000000,13148067700,PTR
2019-03-31,USD,2634160000000,499138000000,116014000000,116014000000,169947000000,None,2135022000000,1916628000000,0,97693000000,97693000000,0,None,95734000000,8067000000,612.23,2135022000000,1207741000000,567673000000,None,None,None,0,640068000000,163171000000,311045000000,135490000000,None,609706000000,483.56,14066000000,1225894000000,0,742437000000,183021000000,1831250000,PTR
2018-12-31,USD,2432266000000,433128000000,85598000000,85598000000,174586000000,None,1999138000000,110786059.57,0,77112000000,77112000000,42273000000,None,6052737.84,9535000000,4748490.74,57153000000,1021608000000,586386000000,None,None,None,0,435222000000,0,17497030.45,4894742.02,None,407160000000,15408533.59,0,78859184.17,0,732182000000,11885903.94,1829217391,PTR
2018-09-30,USD,2483265000000,534908000000,154460000000,154460000000,176950000000,None,1948357000000,108458681.04,0,6769667.17,6769667.17,0,None,5895950.77,12427000000,6752859.90,75386000000,1068302000000,623828000000,None,None,None,0,444474000000,0,18370083.57,0,None,432699000000,6608134.28,0,79618584.38,0,733026000000,11969195.34,1829217391,PTR
2018-06-30,USD,361177714457.11,69661667666.47,19278494301.14,19278494301.14,23966406718.66,None,0,248598530293.94,0,10933863227.36,10933863227.36,6308338332.33,None,12730203959.21,0,10583983203.36,0,151176814637.07,84865026994.60,None,None,None,0,0,0,42712807438.51,8964907018.60,None,None,23519796040.79,0,181238002399.52,0,136775644871.03,27447660467.91,1975069600,PTR
2018-03-31,USD,2397593000000,449281000000,125570000000,125570000000,145707000000,None,1948312000000,265900804076.11,None,14742616033.76,14742616033.76,0,None,13808454740.87,849000000,13351803200.38,74080000000,1005990000000,550388000000,None,None,None,73086537696.04,455602000000,None,47651301647.96,73086537696.04,None,459020000000,12306504259.22,None,191189236525.75,0,722432000000,29141151182.23,1692166667,PTR
2017-12-31,USD,2404612000000,425162000000,122777000000,122777000000,144669000000,None,1979450000000,40222780518.54,0,17666000000,17666000000,41934000000,None,12767762460.23,13344000000,451168334.18,107237000000,1023293000000,576667000000,None,None,None,0,446626000000,0,6846843868.63,12531083344.86,None,465275000000,6815143928.57,0,28192580724.48,0,712437000000,4323207309.39,1563333333,PTR
